# testDate, testTime, B[mT], f[Hz], alpha1[Deg], alpha2[Deg], isWalking, displacement[mm/step]
20200817,140218,10.000,01.000,00.000,30.000,False,0.03208144
20200817,140234,10.000,01.000,00.000,30.000,False,0.016899801
20200817,140250,10.000,01.000,00.000,30.000,False,0.020948389
20200817,140305,10.000,01.000,00.000,30.000,False,0.009312853
20200817,140321,10.000,01.000,00.000,30.000,False,0.031794725
20200817,140337,10.000,01.000,00.000,35.000,False,0.023474851
20200817,140353,10.000,01.000,00.000,35.000,False,0.013717413
20200817,140408,10.000,01.000,00.000,35.000,False,0.038717105
20200817,140424,10.000,01.000,00.000,35.000,False,0.088576572
20200817,140440,10.000,01.000,00.000,35.000,False,0.003247051
20200817,140502,10.000,01.000,00.000,40.000,False,0.012672495
20200817,140519,10.000,01.000,00.000,40.000,False,0.05135775
20200817,140537,10.000,01.000,00.000,40.000,False,0.077003125
20200817,140553,10.000,01.000,00.000,40.000,False,0.025349703
20200817,140612,10.000,01.000,00.000,40.000,False,0.066705814
20200817,140629,10.000,01.000,00.000,45.000,False,0.082163901
20200817,140645,10.000,01.000,00.000,45.000,False,0.128017194
20200817,140701,10.000,01.000,00.000,45.000,False,0.138631167
20200817,140725,10.000,01.000,00.000,45.000,False,0.082482999
20200817,140742,10.000,01.000,00.000,45.000,False,0.087559465
20200817,140801,10.000,01.000,00.000,50.000,False,0.085048934
20200817,140818,10.000,01.000,00.000,50.000,False,0.008625879
20200817,140904,10.000,01.000,00.000,50.000,False,0.012582631
20200817,140931,10.000,01.000,00.000,50.000,False,0.028034742
20200817,140952,10.000,01.000,00.000,50.000,False,0.009916013
20200817,141009,10.000,01.000,00.000,55.000,False,0.685460908
20200817,141026,10.000,01.000,00.000,55.000,False,0.033128215
20200817,141045,10.000,01.000,00.000,55.000,False,0.133557054
20200817,141106,10.000,01.000,00.000,55.000,False,1.341937674
20200817,141153,10.000,01.000,00.000,55.000,False,0.869642928
20200817,141213,10.000,01.000,00.000,60.000,True,1.870823311
20200817,141258,10.000,01.000,00.000,60.000,True,1.564547635
20200817,141417,10.000,01.000,00.000,60.000,True,1.763066932
20200817,141503,10.000,01.000,00.000,60.000,True,1.434126788
20200817,141538,10.000,01.000,00.000,60.000,False,1.610535299
20200817,141615,10.000,01.000,00.000,65.000,True,1.38288486
20200817,141643,10.000,01.000,00.000,65.000,True,1.605099207
20200817,141720,10.000,01.000,00.000,65.000,True,1.671492038
20200817,141745,10.000,01.000,00.000,65.000,True,1.510177725
20200817,141834,10.000,01.000,00.000,65.000,True,1.555800448
20200817,142133,10.000,01.000,00.000,70.000,True,1.454355675
20200817,142215,10.000,01.000,00.000,70.000,True,1.619572997
20200817,142247,10.000,01.000,00.000,70.000,True,1.831172672
20200817,142320,10.000,01.000,00.000,70.000,True,1.858547146
20200817,142357,10.000,01.000,00.000,70.000,True,1.381443008
20200817,142450,10.000,01.000,00.000,75.000,False,1.427701079
20200817,142519,10.000,01.000,00.000,75.000,False,0.700925663
20200817,142538,10.000,01.000,00.000,75.000,False,0.546061883
20200817,142557,10.000,01.000,00.000,75.000,False,2.249286611
20200817,142615,10.000,01.000,00.000,75.000,False,1.34446926
20200817,144123,10.000,01.000,00.000,80.000,False,0.999173725
20200817,144154,10.000,01.000,00.000,80.000,False,1.92034539
20200817,144221,10.000,01.000,00.000,80.000,False,0.82968466
20200817,144241,10.000,01.000,00.000,80.000,False,0.644813966
20200817,144328,10.000,01.000,00.000,80.000,False,1.30467484
20200817,144443,10.000,01.000,00.000,85.000,False,0.970389219
20200817,144547,10.000,01.000,00.000,85.000,False,1.623194872
20200817,144644,10.000,01.000,00.000,85.000,False,1.556684149
20200817,144827,10.000,01.000,00.000,85.000,False,2.015596634
20200817,144851,10.000,01.000,00.000,85.000,False,1.722281118
20200817,144940,10.000,01.000,00.000,90.000,False,2.664909694
20200817,145034,10.000,01.000,00.000,90.000,False,1.226560948
20200817,145110,10.000,01.000,00.000,90.000,False,1.803648413
20200817,145149,10.000,01.000,00.000,90.000,False,1.810922288
20200817,145241,10.000,01.000,00.000,90.000,False,1.498341659
20200817,145319,10.000,01.000,05.000,30.000,False,0.006638975
20200817,145335,10.000,01.000,05.000,30.000,False,0.041318294
20200817,145352,10.000,01.000,05.000,30.000,False,0.082555293
20200817,145421,10.000,01.000,05.000,30.000,False,0.160863166
20200817,145437,10.000,01.000,05.000,30.000,False,0.050245875
20200817,145456,10.000,01.000,05.000,35.000,False,0.07233835
20200817,145514,10.000,01.000,05.000,35.000,False,0.2460629
20200817,145530,10.000,01.000,05.000,35.000,False,0.339815384
20200817,145616,10.000,01.000,05.000,35.000,False,0.196972927
20200817,145632,10.000,01.000,05.000,35.000,False,0.17159638
20200817,145659,10.000,01.000,05.000,40.000,False,0.078660938
20200817,145716,10.000,01.000,05.000,40.000,False,0.121194146
20200817,145736,10.000,01.000,05.000,40.000,False,0.229270861
20200817,145753,10.000,01.000,05.000,40.000,False,0.234012503
20200817,145811,10.000,01.000,05.000,40.000,False,0.195273297
20200817,145829,10.000,01.000,05.000,45.000,False,0.60492232
20200817,145846,10.000,01.000,05.000,45.000,False,0.042957375
20200817,145912,10.000,01.000,05.000,45.000,False,0.449237639
20200817,145943,10.000,01.000,05.000,45.000,False,0.527811687
