# testDate, testTime, B[mT], f[Hz], alpha1[Deg], alpha2[Deg], isWalking, displacement[mm/step]
20200811,125225,10.000,01.000,00.000,30.000,False,0.336820667
20200811,125312,10.000,01.000,00.000,30.000,False,0.43219221
20200811,125347,10.000,01.000,00.000,30.000,False,0.525836412
20200811,125416,10.000,01.000,00.000,30.000,False,0.67580481
20200811,125448,10.000,01.000,00.000,30.000,False,0.915671153
20200811,125846,10.000,01.000,00.000,35.000,False,0.207068088
20200811,125918,10.000,01.000,00.000,35.000,False,0.255521104
20200811,125936,10.000,01.000,00.000,35.000,False,0.390061188
20200811,125956,10.000,01.000,00.000,35.000,False,0.589173672
20200811,130017,10.000,01.000,00.000,35.000,False,0.497345083
20200811,130629,10.000,01.000,00.000,40.000,False,0.090244622
20200811,130719,10.000,01.000,00.000,40.000,False,0.144111593
20200811,130743,10.000,01.000,00.000,40.000,False,0.179111899
20200811,130811,10.000,01.000,00.000,40.000,False,0.187249933
20200811,130840,10.000,01.000,00.000,40.000,False,0.356664527
20200811,131413,10.000,01.000,00.000,45.000,False,0.499490054
20200811,131450,10.000,01.000,00.000,45.000,False,0.647475978
20200811,131539,10.000,01.000,00.000,45.000,False,0.134488121
20200811,131556,10.000,01.000,00.000,45.000,False,0.138136959
20200811,131617,10.000,01.000,00.000,45.000,False,0.241164418
20200811,131839,10.000,01.000,00.000,50.000,False,0.747364196
20200811,131856,10.000,01.000,00.000,50.000,False,1.122624484
20200811,132118,10.000,01.000,00.000,50.000,False,0.403115109
20200811,132134,10.000,01.000,00.000,50.000,False,0.74220741
20200811,132152,10.000,01.000,00.000,50.000,False,1.282800541
20200811,132528,10.000,01.000,00.000,55.000,False,1.350143786
20200811,132546,10.000,01.000,00.000,55.000,False,1.626811967
20200811,132702,10.000,01.000,00.000,55.000,False,1.242309661
20200811,132718,10.000,01.000,00.000,55.000,False,1.828162997
20200811,132803,10.000,01.000,00.000,55.000,False,1.547479188
20200811,133515,10.000,01.000,00.000,60.000,False,1.594384742
20200811,133549,10.000,01.000,00.000,60.000,True,1.658114542
20200811,133739,10.000,01.000,00.000,60.000,True,1.657452436
